Date;AgeMax;AvgFriendDistance;BatchMode;BottomCompetence;CompetenceImpact;DisplayPeriod;DumpStart;EraseNetwork;Icon;ImitationStrength;Infancy;LearnHorizon;LearningConservatism;LearningProbability;LearningSpeed;Links;MaxFriends;MemorySpan;NbAgents;NbInteractions;NbRunPerYear;PerceptionNoise;RankEffect;ScenarioName;SignallingCost;SocialOverlap;SocialSymmetry;TimeLimit;Title;Toric;Transitivity;Transparency;LastStep;FriendDistance;SignalInvestment
190524183129;1000;1;0;0;100;5;5000;0;social-media-social-networking-connections.jpg;40;15;20;20;3;5;0;1;10;100;100;20;0;80;Signals;50;100;0;3000;Evolife_Signals;0;0;0;2;0;0
